评论,时间
整体评价：一眼钟情 佩戴体验：正合适 产品性价比：可以 产品质量：好 外观设计：好看 梦溪客服态度好，值得购入交流起来挺开心的 ,2025年6月4日
好看，是真的和田玉，金重量够，是标注的克重，真好看,2024年10月6日
很好看 女朋友很喜欢 有点瑕疵 但是客服赵飞燕服务态度很好 积极帮助解决问题 好评好评,2025年7月30日
非常美丽！质量也很好，客服服务态度也巨好！非常喜欢！戴着也很美丽！,2024年12月10日
好看，还送了两个珠子，夏天戴这个和田玉的绿色真的很清新，安利,2025年6月19日
很好看，珠子比预想的小一点点但是刚好和我另一个还挺搭，喜欢😍,2025年4月28日
送孩子的 品质很好 孩子很喜欢 色泽也不错,2024年10月25日
好看~~~,2024年5月28日
很好看，自己还加了一片四叶草🍀,2025年3月13日
好看,2024年11月5日
包装礼盒：可 ,2024年6月16日
黄金，自古以来便是富贵与权力的象征。当它与和田玉结合，便如同金玉良缘，将奢华与古典完美融合。黄金的璀璨与和田玉的温润相得益彰，既展现了黄金的华美，又不失玉石的内敛，两者相辅相成，尽显佩戴者的高雅品味。       这不仅仅是一件饰品的描述，更是一种情感的寄托。它象征着跨越时空的爱恋与承诺，如同两颗心的永恒相连。,2024年10月1日
样式很惊艳，是真的玉，戴起来好看，好事莲莲寓意也很好，有送两个珠子，礼盒装送人也挺好,2025年6月21日
老妈非常喜欢，推荐给大家，看起来很高级，喜欢的可以冲，不用犹豫,2024年8月20日
该用户未填写评价内容,2025年7月26日
该用户未填写评价内容,2025年6月20日
该用户未填写评价内容,2025年7月13日
该用户未填写评价内容,2025年9月7日
好,2025年9月9日
该用户未填写评价内容,2025年9月14日
顺丰物流👍赠的弹力绳太短了……,2026年4月15日
评论,时间
有送串绳，弹力的是真的和田玉小珠子，很好看，冰冰凉凉的，买来穿手串很有创意，戴着搭配衣服！,2026年3月28日
包装的非常精致 没想到买了几颗珠子 包装也是这么好 珠子看着是不错 喜欢 在买点穿个手串,2026年3月11日
这次有一颗不太好，阳光下棉絮比较明显，不妨碍使用！第四次购买了，优惠价购买很划算了！,2026年3月8日
是真的和田玉小珠子，很好看，冰冰凉凉的，买来穿手串很有创意，送人也合适！,2026年3月28日
这是我发现的一家宝藏店铺，东西质量相对稳定，比很多家的品质都好，不用担心东西差异特别大，赠品也多，仪式感满满，值得购买，项链是之前在他家拍的8mm珠串的，很有品质。,2026年3月27日
很透，很亮，银珠子太小，提溜会到处跑，正好用这个来固定一下，也不失灵动，商家超级好，根据买家需求可以选择，多退少补，很人性化，点个赞！👍后续看情况可以在他家买一串珠子盘来玩儿。,2026年3月19日
自己搭配做手串特别好，店家也很用心，送了很多东西非常好用。满意满意,2026年4月10日
卖家的包装很用心，很精美，珠子也看上去很光润。,2026年4月1日
尺寸刚好 小巧的很好看 物流也很快颜色也很好看  ！！！,2026年3月31日
整体评价不错，先买的绿色的玉珠子配玛瑙，到手觉得不好看，卖家又给重发的白色。包装很精致有品味， 尺寸大小拍出来的比实际的显大，我买的盘缠金配的，自己还是很喜欢的。,2026年3月29日
珠子是6毫米的，尺寸刚刚好带着很舒服，产品性价比很高，一串下来不到一张，还不错，推荐购买 ,2026年3月28日
终于买到颜色和大小都喜欢的珠子，串上竹节，很好看！客服很耐❤️，好评！,2026年3月10日
玉还是很通透，上手冰冰凉，很好看，开始有点小瑕疵，客服很好的处理了，超级不错，下次还来买,2026年3月22日
第一次买和田玉珠，对比了好多家，这家特别多的好评，看了评论区感觉颜色是我心仪的！所以果断下单。收到货后看了一下，玉石圆润饱满，色泽透亮。直接就是一个大大的好评！,2026年3月17日
发货很快，珠子也没有问题，感觉自己买小了。,2026年4月13日
真的太喜欢啦，正准备在下两单好做一整条手串，喜欢的亲下单吧,2026年4月11日
玉珠看上去挺漂亮的，挺有光泽度的，包装也很漂亮。,2026年4月9日
这个颜色我还是很喜欢的。品质一如既往的好。,2026年4月8日
物流很快，珠子的品质很好。一点都不差，超级满意。还会再来继续追加好评。,2026年4月5日
很好看 颜色很清透 一串还稍微有点大 准备自己加一些配件重现串一起 ,2026年4月3日
客服认真沟通，满足我的需求，耐心解答，给我搭配好想要的渐变色，品质很OK。,2026年4月2日
今年本命年所以想买一串玉首饰佩戴，自己也不懂玉，所以一下买了4家回来做了对比，最后选了这家，同等价位珠子会更透一些，上手冰凉感最强，也让豆包帮忙鉴定了一下，物超所值，再加上客服服务也是这四家里面最好的很热情，所以就留了这家，因为我比较喜欢戴点绿色的，所以选了晴水，日光下越看越喜欢，晚点还想给妈妈买一串湖绿,2026年3月2日
佩戴体验：适合男生，19颗珠子大小正好。 佩戴效果：戴起来精美。 款式外观：碧绿色很好看。 做工材质：很圆润。,2026年2月28日
值得信赖的商家，拍了两天就降价了，跟客户说了，就退了差价，谢谢商家，和田玉珠子很通透，很喜欢，满意的一次购物,2026年2月26日
珠珠成色看起来不错的，真假没去鉴定，真的好的话还会再买大一点的……实物比照片更好看些,2026年4月8日
好看，真的很好看。看着特别温润，很吸睛😍,2026年4月4日
一串自己戴，一串给闺蜜，珠子细腻，大小正合适，超级喜欢。,2026年3月2日
品质不错，白净油油润，有证书还送了一些小配饰。,2026年3月13日
拿来穿手串的，还不错，整体看上去没什么大问题，颜色也还挺好看的。,2026年3月13日
搭配转运珠穿手串，还不错，4mm的比我之前买的同尺寸的小一点。,2026年3月13日
和6mm的绿檀珠子搭配还是很好看的。,2026年3月30日
珠子很漂亮，跟沉香穿在一起非常好看，太满意了～,2026年3月27日
三颗好料，圆润光滑，色泽鲜丽。,2026年3月27日
做工很精细，客服服务态度也挺好。会补发遗漏的小配件。以后能多多做活动价格再优惠就更不错啦。,2026年3月27日
二次回购，头一次感觉买小了，这次拍大两号，挺好很有质感高级还会回购点赞👍,2026年3月10日
好小，还算漂亮，绿色比起图片中要浅一些，做工精细吧也,2026年3月10日
珠子还不错，挺透的，再绿一点点就更好看了,2026年3月26日
珠子白色半透明，光泽度可以，大小均匀．,2026年3月25日
刚开始买了6mm虽然很舒服很漂亮，但还是感觉太小了，马上换了8mm，把金珠串进去了。舒服！漂亮！,2026年3月23日
看我编的，我感觉比金店里编的还好看 我买的尺寸比我在实体店买的小了一些，颜色也浅一些，但是挺和谐的,2026年3月7日
这个品质物美价廉，摸着很有质感。我刚入行也不太懂，看这颜色很匀净，喜欢。,2026年2月25日
玉色自然柔润，手感冰，尺寸合适。,2026年3月21日
非常好看的颜色，搭配我的小猫咪特别好看！就是颜色有点差次不齐>_< ,2026年3月6日
真的要被美惨啦～而且包装超级精致 太好看啦！！,2026年3月20日
我选的晴水绿，颜色很正而且没有杂志，商家还送了些配件，很有心了。我串了自己的金珠，是超喜欢的款式，很抬肤色👍🏻,2026年3月20日
收到手串了，搭配了黄金小配件。和我的黄金手串更搭配了。,2026年3月20日
很好看 颜色很正串手串很漂亮  用来叠带,2026年2月24日
包装精美，串珠无坑，圆润手感好。,2026年3月18日
珠子挺好看的，就是买小了，还送了赠品。,2026年4月13日
珠子颜色好看，没有色差，也没有黑点，总的来说还可以吧,2026年4月12日
挺好看的，比较圆润，来的包装也不错，还有赠品,2026年4月10日
发货挺快的，颜色是我想要的，配上我的小珍珠能挺好看的。有需要的话再来,2026年4月10日
做工精细，温润可人，甚是喜爱。,2026年4月9日
佩戴体验：非常好 尺寸大小：合适 产品质量：非常好 做工材质：非常好 很漂亮做工非常好,2026年3月1日
大小很合适  颜色也是需要的浅色   很好看,2026年2月13日
珠子还是很不错的买了几次，哈哈哈，自己编织的半山半水的款式 ,2026年4月2日
算是质价相符，戴着玩玩还行吧。,2026年4月2日
珠子很润很光滑，加了点金，搭配完效果不错。,2026年4月2日
搭配沉香穿了两条，感觉随便穿穿就挺好看的,2026年3月11日
买来穿小葫芦的，大小合适，非常好看。小珠子里面有一些棉絮，有一颗珠子不圆扔掉了，但整体还不错，赠了一个沙金挂坠。同时买了一串小猫眼，配金子感觉不如这个好看。,2026年3月9日
漂亮漂亮，自己做手工的好材料，打了紫外线没有荧光哦,2026年3月9日
买来当配珠的，尺寸合适，颜色也好看，很喜欢,2026年3月26日
八详梦的包装一直都很好，珠子也很优秀。,2026年3月26日
自己配了点小挂件，非常喜欢哦，手臂粗的建议买大一号，我的是8MM,2026年3月24日
第一次买的颜色和想要的不太一样，客服很耐心很好，帮我做了换货挑选更接近的，加了几颗之后更适合自己的手围啦，满意,2026年2月10日
很漂亮，穿成链子了。珠子无瑕疵，颜色均匀。,2026年3月22日
珠子质量很好，和银饰穿一起很好看，挺喜欢的,2026年3月6日
虽然每一批的颜色不一样 但是客服服务态度非常好 还给赠送了小礼物,2026年3月19日
珠子饱满圆润，颜色也不错！店家送了好多东西，还有养护用的茶油！,2026年3月19日
珠子收到了，颜色好看很满意，跟客服说想多买一个也很爽快,2026年3月17日
很满意，用来作配珠的，大小均匀，细腻光滑。,2026年2月13日
刚刚完成 和田玉颜色浓郁 有光泽 大小一致,2026年3月14日
非常好 值得购买物美价廉物美价廉物美价廉物美价廉物美价廉物美价廉物美价廉物美价廉物美价廉物美价廉非常喜红 不错,2026年3月14日
用来当手绳的小珠子，挺好看的，很迷你最多只能串0. 8mm的线,2026年3月14日
整体评价：很润很好看 佩戴体验：很滑溜水头好  产品性价比：挺高的啦 款式外观：好看好看 ,2026年3月13日
和田玉珠子很漂亮，很润，很满意的珠子,2026年4月13日
包装用心，配件齐全，珠子挺透亮，性价比高。,2026年4月12日
这也太好了吧 几个珠子包装非常给力！还有好多小赠品,2026年4月10日
尺寸合适 颜色正 质量好 物流快包装好,2026年4月5日
蛮清透的，很好看，品质可以的，是会回购的类型，推荐！,2026年4月3日
不错，紫是比较浅色系的，是我要的，自己手串手围有点小了，加两颗珠子,2026年4月2日
和田碧玉珠质量我感觉还是挺好的，基本上墨点看不清楚，戴着很漂亮，我很喜欢，推荐哦,2026年2月10日
宝贝已收到，回头客，颜色漂亮，无色差。,2026年3月28日
还行，性价比挺高的，很圆润，包装严实，送的东西也很漂亮,2026年3月28日
看着还不错，配上自己买的金珠和送的招财猫，还挺好看呢。,2026年2月24日
好看，颜色也好，自己串起来的 ，价格也不贵,2026年2月24日
超级美丽，已经和我的手链编在一起了～还回购了一次！！！,2026年3月24日
可以串个手链了，细腻油润很不错的样子。,2026年3月6日
用紫光灯照了，真的。颜色好看，配点饰品点缀，刚好够两串手串，送朋友一串，满意 ,2026年3月6日
看着还不错，有质感，适合日常戴,2026年3月22日
物流很快，颜色正，已经编起来了，下次我再买点深水，搭配起来也好看,2026年2月22日
嗯呐！满意！自己配了个渐变色，超喜欢！本来还买了菠菜绿，回来无法接受矿点，就退了。,2026年3月4日
玉质通透，很好看，在商场里面也试了一下同样的，网上买的更有性价比，会继续回购。,2026年3月3日
非常好，颜色均匀，大小一致，配了金饰,2026年3月18日
买的深水晴，颜色特别好看，搭配沉香串手串，很大气，发货很速度，快递包装也很好。,2026年3月2日
本来很担心是不是真的，到手发现真的很好，颜色好看，色泽温润，独立包装很精致。非常满意的一次购物🛍️,2026年3月1日
珠子非常晶莹剔透 客服态度也很好 非常满意 ,2026年3月15日
挺好看的，真假什么的我也不会区分，挺透亮的,2026年3月14日
珠子很好，和蜜蜡很搭，包装也超级棒 支持！,2026年3月14日
珠子和银饰穿一起了，看着质量挺好，穿起来挺漂亮的,2026年2月28日
做工精细，浅绿色，很清新的色调，包装也非常精致,2026年2月10日
珠子特别好看，大小合适，搭配好,2026年3月13日
✨手链珠子大小均匀，光泽度也还不错呢~💡戴着挺舒服的，没有硌手的感觉，日常搭配衣服很合适。,2026年2月27日
超级喜欢这款手串，每颗珠子都很圆润光泽,2026年4月13日
珠子挺好的比较润，孔道正没有杂质 ,2026年4月12日
自己搭配金珠串的手链超级好看，好喜欢，以后会再回购diy更多的手链,2026年3月11日
自己串的，非常好看！珠子颜色也很正,2026年4月5日
真的很好看很喜欢 珠子很透 喜欢的干净下单啦！,2026年2月25日
买了很多，每一颗都很好，基本无瑕。,2026年4月3日
非常貌美啊，自己搭配了一下，好看好看,2026年4月2日
  还不错，成色均匀温润 ，性价比高，日常佩戴合适。 ,2026年3月9日
包装很精致，珠子也挺润的，好看喜欢,2026年2月15日
做工精细，成色很好，自配金饰，完美,2026年2月24日
独立包装，包装挺好的，珠子也好看。。。,2026年2月24日
还不错，喜欢， 尺寸大小：合适，很好  ,2026年3月29日
尊的很不错，自己搭配了金饰，喜欢😍,2026年3月26日
做工很精细，每颗珠子都很润，产品性价比比较高。,2026年3月5日
白珠子和顶珠是我自己的，其它渐变色色刚配的，很喜欢！,2026年3月4日
除了颜色稍微有点淡了，其他的还可以吧,2026年3月22日
整体评价：挺好的 颜色好看 佩戴体验：非常好 百搭 产品性价比：非常好,2026年3月3日
还可以吧，就是有色差搭配珠子好看,2026年3月20日
搭配我的珠子很合适，就是颜色不一,2026年3月20日
✨这次买的和田玉散珠真的太惊喜啦！🌟珠子圆润饱满，光泽感十足，摸起来特别温润。💎和商家描述的一样，确实是收藏级品质，每一颗都很均匀。😊戴在手上气质瞬间提升，朋友见了都问链接呢！,2026年2月10日
无限复购，先屯着，想做什么的时候马上可以做。,2026年2月3日
haibucuo，带起来挺好看的,2026年3月16日
珠子晶莹剔透，光滑细腻触感微凉，送的附件也很好，商家很细心，还附赠了保养说明，赞👍🏻,2026年2月2日
很漂亮 整体评价每个颜色几乎没有色差，很漂亮,2026年2月27日
真的好好看 ，质感超级棒，而且送了很多保养事宜的说明书卡片等，真的很用心了,2026年2月26日
珠子颜色均匀，颗颗都水润冰透，配上自己的小金珠和桃花，上手很谢肤，非常喜欢。,2026年1月26日
配金珠太好看了，一定要买大珠子，更大气一些,2026年2月15日
包装完好，商品打开也没有破损，和田玉的颜色好看，下次有需要在回购。,2026年1月31日
挺好的，颜色也好看，喜欢喜欢喜欢,2026年3月10日
挺好看的，售后服务也不错，很积极,2026年3月8日
白净温润，甚是喜爱，可盘可戴。,2026年3月8日
浓郁的菠菜绿，油润油润的，喜爱呀！,2026年3月8日
买了几次了，还是可以的，产品也还是不错的，做了两个手链纯的,2026年4月2日
挺喜欢这个颜色的，跟我的金子也很配，喜欢喜欢，珠子质地特别细腻,2026年1月23日
很漂亮的小珠子，店家还贴心的送了护理液，推荐,2026年2月11日
回购第二次了，很漂亮，墨点基本上是看不太出来的，有证书的哦，客服也很好，,2026年2月11日
卖家服务态度很好，耐心推荐，实物也很漂亮，包装盒很精美,2026年3月26日
整体评价：不错 产品性价比：高 产品质量：好,2026年2月10日
买来自己加点黄金，很好看，很喜欢,2026年3月23日
温润如玉，白玉还是有白玉的美。,2026年3月3日
珠子品质不错，很润，非常适合diy,2026年3月2日
颜色碧绿，水头也可以，性价比高。,2026年2月9日
买回来配我的绿松石的。我觉得挺好看的。珠子颜色是我想要的。什么时候再配一串颜色渐变的,2026年1月20日
手串颜色很喜欢，美中不足的是有几颗有黑点，但无伤大雅，有一颗表面有磨损，客服给处理了,2026年1月31日
收到货和朱砂一起做了条手链，珠子真的很水润，价格也实惠，推荐,2026年1月31日
做工很好，保养教程也有，包装精美,2026年2月27日
挺好的买来做顶珠,2026年2月27日
每颗珠子都贴了标签，写明是哪个颜色，非常醒目。 颜色都好看，珠子圆润,2026年2月7日
珠子圆润透亮，客服服务耐心，推荐购买。,2026年2月26日
特别好 包装精美 值得购买物美价廉物超所值还会复购 珠子颜色很好看,2026年1月30日
整体评价：好看 佩戴体验：冰冰凉凉的 尺寸大小：串手串需40颗左右 款式外观：非常喜欢,2026年2月25日
不是很懂，但是看起来很温润的感觉，只买了三颗包装也很用心，有需要的会再来,2026年1月18日
非常好看！！！！！ 玉很细腻！！！！ 超级好！！！！！！！,2026年2月4日
整体评价：珠子圆润有光泽，非常好看哦。我的手腕比较细选择6㎜的正好，8㎜的觉得也能行。,2026年1月17日
还可以，就是颜色不太均匀，买了好多次了,2026年2月11日
太漂亮了,2026年4月9日
珠子收到，完美！非常喜欢！,2026年4月4日
买来自己diy穿串的，8mm女生戴刚刚好，玉很好看,2026年3月6日
比较润，做了耳线，准备再买一串手串,2026年4月2日
啊啊啊啊！感觉自己可以去卖串儿了，我觉得我搭的超好看！,2026年3月4日
小伙伴们都夸我陪的好看！哈哈哈哈哈！我自己也超爱！,2026年3月4日
拿到实物珠子看着确实很不错，每一颗都挺润的 已经串好啦,2026年3月27日
颜色看着很润，很细腻，我不太懂玉，但是觉得蛮好看的,2026年3月2日
整体评价：越看越喜欢，珠子很透，还有贴心的保护珠子的 尺寸大小：合适 产品性价比：有配件不错 产品质量：感觉珠子很润，里面有纹路 ,2026年1月24日
图一是原本的样子，图二是客服推荐珠子颜色大小后自己重新串的，一万分满意的啊,2026年1月18日
非常好看 搭配蜜蜡108 玉珠让串不单调 整体变得素雅,2026年2月6日
第二次购买，小珠当隔珠用，温润精致，一如既往地喜欢。,2026年1月23日
还不错，颜色很好看百搭显白，是和田玉，很满意后面再买其他颜色,2026年1月29日
这玉珠真是太美了，颜色和质地都超级棒！😍戴在手上感觉特别舒服，而且非常百搭。真的是物超所值啊,2026年1月29日
宝贝收到了，我diy做的半山半水，串起来很精致。,2026年1月17日
看着不错。大小合适。穿个手链刚刚好。,2026年1月17日
质感很好，很亮堂之前买过几次了，准备凑20个串，一个手串，配上我的黄金小猫 ,2026年1月12日
快递速度可以   珠子摸起来手感不错   比较推荐,2026年2月25日
佩戴体验：不错 产品性价比：超高 款式外观：很喜欢的颜色,2026年2月25日
珠子除了个别几个以外，大部分还是不错的，看的出来是挑选过的，配我的花丝金珠看起来很有质感，带着也好看。,2026年1月7日
买了三种颜色的和田玉珠子，跟银子串在一起，很喜欢。质量不错，虽然小但是挺通透的，很满意,2026年1月21日
东东收到了，挺好的，小小样样，美观大方，质量很，我喜欢物美价廉,2026年1月27日
质量很不错，没有瑕疵，配串很好看，带上很好看。,2026年1月27日
第二次回购了，东西很不错，值得推荐,2026年3月14日
好看，自己串起来戴的，价格也不贵。。。,2026年2月24日
整体评价：很好 佩戴体验：很润 产品性价比：高 款式外观：好看,2026年2月3日
手串珠圆玉润，色泽适合我的年龄，非常满意，五星好评！👍👍👍,2026年2月3日
不错，喜欢，回来就编好了，果断再买！,2026年3月13日
很好，跟我在金店配的一样，颜色都没色差，必须五星好评,2026年2月23日
很不错很好啊嘻嘻 产品性价比：很高,2026年2月2日
没有色差，很漂亮，还送了配饰，很满意,2026年2月2日
二次购买…珠子不错，优惠价购买的！,2026年2月9日
珠圆玉润，挺好的，搭配黄金很漂亮，我很喜欢这个珠子。,2026年3月8日
很润，质量很好，搭配手链特别合适,2026年3月8日
记不清买几次了，一如既往的好，满意。,2026年1月31日
这个羊脂白珠子颜色正宗，奶白奶白的，没有其他杂质，收到的包装也很好，还有个首饰盒膜装着，挺好的，下次继续买,2026年1月8日
无限复购，像着了魔一样，太喜欢了。,2026年2月8日
✨这款和田玉真的超出预期啦！拿到手就被温润的光泽惊艳到，摸起来细腻光滑，完全和描述的一样～💫雕刻的花纹也很精致，线条流畅自然，一看就是用心之作。佩戴起来气质都提升了不少，朋友见了都问链接呢！🥰,2026年2月7日
超级好看，还送了小礼物！,2026年4月9日
看着不错看着不错看着不错,2026年4月7日
珠子还可以 挺好看的 如果编红绳还是选8mm的吧 6mm的洞太小了 太费力穿进去了 但整体来说是好看的,2026年1月22日
买来绑竹节的，卖家送了专门穿珠子的，希望持久点，不会断 ,2026年2月6日
喜欢，中国古典美，所谓温润如玉，硬度高，能刮花玻璃。,2026年1月16日
实物比拍出来的好看非常喜欢推荐大家购买哦,2026年3月31日
宝贝不错的，做成手链很美观，推荐,2026年1月28日
客服态度很好，本来买错尺寸了，但是过七天无理由了也可以换货，珠子很好看,2026年1月28日
挺润的，搭配了金珠，好看的！下次可以再来买小珠子，串个项链,2026年1月21日
一般般，有杂质，有裂纹，几乎每颗都有，总体戴着还行，外关还是好看的,2026年2月15日
珠子的颜色成色很好看，珠子也光滑细腻，和我的小配饰搭配～～～,2026年1月10日
每款都是精品 值得回购,2026年3月27日
他们家买了好多，都很喜欢，这个也很棒！,2026年1月27日
珠子很不错，配上很好看，物流也蛮快的，棒。,2026年1月27日
珠子和银饰穿一起，真好看，挺喜欢的,2026年2月28日
实物收到，比预想的好。又加购准备自制手链,2026年1月20日
分批次买了好几回，颜色很好看，价格合适~支持购买,2026年1月14日
色泽精美，感觉买小了，不过可以搭配着珠子串,2026年1月25日
整体评价：挺好的 佩戴体验：温润 佩戴效果：好看,2026年1月25日
包装超好，就是小珠子孔比较小，注意一下,2026年3月18日
强烈推荐给大家！ 编出来非常的满意,2026年1月17日
珠子质量很好，和手链搭配合适，非常满意，推荐推荐,2026年1月17日
还行吧这个，戴起来冰冰凉凉的，珠子没什么瑕疵,2026年1月17日
搭配我的珍珠很漂亮。这个包装商家非常用心，购物体验感太棒了。珠子看上去很润，很干净。,2026年1月11日
宝贝已收到，东西不错，色差不明显，跟网上学的方法验了一下应该是玉的。,2026年1月16日
这次小珠还没想好做什么，先买着。,2026年2月8日
包装有品味，质量可以，需要的放心买。,2026年1月22日
整体评价：购物体验总体非常好，客服十分有耐心，售后处理也很好，发错了立马补发了，还多给了我两套线 佩戴体验：滑滑的冰冰的 尺寸大小：6mm孔稍小，结打紧一点,2025年12月28日
颜色均匀，比较沉有份量，等我的玉貔貅到了就串手链，应该很好看,2026年1月15日
珠子特别不错，配金配银都好看，注意买的时候珠数买够，不然不同批次略有色差,2026年1月28日
该用户觉得商品非常好，给出5星好评,2026年3月7日
刚串好很好看超喜欢的戴手上显白,2026年2月17日
整体还行  ,2026年3月6日
玉挺满意的，颜色喜欢奶白奶白的，大小合适，卖家服务态度极好,2026年1月13日
发货速度特别快，包装也特别严实，珠子质量挺好的，还有小赠品，还会继续光顾这俩,2026年1月19日
买过一串了，这次是想改善一下缺了几颗，赶紧补上，一如既往的满意,2026年2月4日
珠子很好，价格实惠，发货速度快，非常满意这次网购,2026年1月7日
收到货觉得很满意，我喜欢，包装也漂亮,2026年1月12日
质量很过关，品质优保障，相当不错的选择，好多朋友看我用都想买，我都推荐了。,2026年1月12日
还不错，和自己买的的金编在一起了，很漂亮，还送了一些装饰，就是6mm确实很小哈哈哈和之前买的8mm没得比 产品性价比：还可以,2025年12月29日
质量好，颜色好看,2026年3月2日
该用户觉得商品非常好，给出5星好评,2026年4月10日
非常好  老客户了,2026年4月9日
我才到货穿的送了很多配件 感觉还不错 珠子品质不错 比较润,2025年12月25日
配了几颗吉言盘缠，感觉非常不错，喜欢。,2026年2月13日
配上我的小金珠，非常棒拍了四单！,2026年1月17日
加了些金子，不错，又下单了一串卡10的,2026年1月24日
珠子收到了，拿到手里很有质感和分量，盒子包装精美，看的出来商家做的很细心，有还有保养手册擦珠布穿绳等一些小配件，期待成品.,2025年12月24日
已经买过好几次了，串了一个手链，很喜欢。,2026年2月27日
包装很好，串手串上很好看，性价比高推荐,2026年1月23日
颜色均匀，4mm大小正好，服务态度也很好，好会再来,2026年1月16日
整体评价：好 佩戴体验：好看 产品性价比：hengaoq,2026年2月11日
收到挺好的 还送了工具可以手串自己串,2026年2月10日
超级喜欢。真的太漂亮了。自己搭配了珠子 ,2026年1月22日
做工精细很不错的！包装精美大方！,2026年1月15日
还可以，颜色挺漂亮的，还送了别的,2026年1月21日
不错，颜色很好看，准备做个小手链戴戴,2026年1月21日
挺不错的，当时寄过来啊，安装得挺精致的，还送了弹力绳，还有一个油,2026年1月14日
特别好的客服，态度非常好，选好给我拍照，有几颗颜色有色差，很痛快的给换了，很满意，还会再来回购的。,2026年1月3日
挺好的珠子，做diy用的，品质还阔以，比较推荐吧,2026年1月8日
珠子质量非常好，品质不错，价格也便宜,2026年1月13日
非常好,2026年3月12日
整体评价：很好看 佩戴体验：很舒适 尺寸大小：大小合适 佩戴效果：好看好看好看,2025年12月27日
珠子挺好看 有需要会回购 可以多穿点  ,2026年2月3日
很不错的很满意颜色好看很喜欢的  ,2026年1月24日
喜欢喜欢，润润的,2026年1月24日
好好好好好，值得购买，价格实惠。,2026年1月16日
用金珠搭配串成了串，非常不错，挺好的,2026年1月9日
包装的非常好 珠子很漂亮 很喜欢 强烈推荐,2025年12月25日
搭配生肖朱砂来串串的，配起来很好看哦，冰冰凉凉的，喜欢。,2026年1月8日
发货很快，包装也不错，珠子品相也可以，期待diy后的样子,2026年1月21日
宝贝已收到，大小色泽均匀，粒粒饱满，快递非常给力，非常满意的一次购物。,2026年1月1日
搭配我的金饰很好看,2026年1月29日
买了15个，怕不够。又另外拍了5个，自己有13个小金珠子。串好了上手很喜欢。,2026年1月29日
尺寸大小：大小挺合适，适合女生 产品质量：颜色很好看,2025年12月31日
一个黑点没有，很干净，商家用心给我选，完美的一次购物。,2025年12月22日
比别家买的要好一些，服务态度很好，值得拥有。,2025年12月30日
第一次网上买手串，整体感觉还不错👍🏻,2025年12月30日
很透，也很润，很喜欢，值得推荐购买,2026年1月26日
珠子很圆润，选6mm感觉小了一点，配我的珠珠串大小刚好，下次再买大一点的珠,2026年1月9日
小玉珠很漂亮，青绿色圆圆润润的，用来配手串完美,2025年12月18日
